tourist_destination,review_post
Heritage Hill and Nature Park Garden,"Quite crowded in the morning. Due to the volume of people, the ambience of the supposed to be creepy place was gone,. Maybe the place will be different by afternoon or evening. Will go back to check on a different time. Nonetheless, the place is beautiful. The view from the top is amazing."
Heritage Hill and Nature Park Garden,Nothing special but an old ruined building
Heritage Hill and Nature Park Garden,The building is temporary closed. Entrance fee should've been free since the main attraction is not really accessible.
Heritage Hill and Nature Park Garden,"Definitely worth to visit! The view is really nice. We walked from the intersection to the diplomat. The road was elevated so it can be quite tiring.  Didn't see anything tho, but you can feel the heaviness upon entering the place. Can't quite explain it 😅"
Heritage Hill and Nature Park Garden,10 Pesos Entrance and 35 pesos for Parking.
Heritage Hill and Nature Park Garden,closed. you can only view from the outside window.
Heritage Hill and Nature Park Garden,Best to visit 2pm-4pm before it closes.  Better to visit also during lean days para you can enjoy the creeps of being alone.  Lol
Heritage Hill and Nature Park Garden,Great architecture on top of a hill. You'll have goosebumps once you get in.
Heritage Hill and Nature Park Garden,"An abandoned seminary school built in 1913, it is also called Diplomat Heritage Hill and Nature Park. It was converted into hotel by Diplomat Hotel in 1973 but closed when its manager/owner died. The roofdeck of the building provides a 360 degree view on Baguio City. A great place for reconnecting with Baguio's history and lots of photo ops for photography buffs. Paranormals believe to be  a haunted place due to its brural past during World War II. But you got to find out for yourself."
Heritage Hill and Nature Park Garden,Really appreciate the structure of the building.
Heritage Hill and Nature Park Garden,"The place has changed so much since I've last been here.Gone was the creepy, foreboding and gloomy Heritage hotel. They host events and extremely remodeled the place that the hotel no longer offers the thrill.All you can do now, is drop by and take some pictures. Too many tourists drop by now and I think they all scared the ghosts away. Hehe"
Heritage Hill and Nature Park Garden,We were not able to go inside the bldg. Said they have restricted it because the structure already has a weak foundation and might cause unwanted accidents.
Heritage Hill and Nature Park Garden,"We visited the place on a night time. We joined the security on their rounds. The inside had a still air. We took some pictures and they showed images rarely found in a normal picture. There were children, nuns and a friar in the photos we took. Or these were just products of our imagination."
Heritage Hill and Nature Park Garden,Scary Diplomat Hotel at night …More
Heritage Hill and Nature Park Garden,just an old bldg with nature. nothing so special
Heritage Hill and Nature Park Garden,Pretty much an old building where a lot of young people have photo shoots 😂 I enjoyed reading a little about it’s history however it would be great if there were guided tours or even ghost tours around this place. The roof of the building has great view of the whole city so that was pretty much the best part of my visit.
Heritage Hill and Nature Park Garden,"Interesting place. We've just visited awhile ago at around 5pm and there's not much people, we'd taken pics as much as we want."
Heritage Hill and Nature Park Garden,"Weekdays, best day to visit the place to enjoy the arts and ambiance :)"
Heritage Hill and Nature Park Garden,Added a hint of wxcitement to our baguio trip. The place is apooky and will give you the creeps
Heritage Hill and Nature Park Garden,See different kinds of house here.
Heritage Hill and Nature Park Garden,you can see beautiful view from the top of the building:)
Heritage Hill and Nature Park Garden,Would be such a lovely place if it did not suffer from poor maintenance and sanitation. There is a strong smell of urine every where you walk in the building. The structural steel supports in the concrete suspending the 1st floor is rusted and subject to structural failure. I saw the exposed steel and left the building.
Heritage Hill and Nature Park Garden,Awesome
Heritage Hill and Nature Park Garden,"Although the dilapidated state of the building brings in that haunted vibe to which this historical site is known for, it would be nicer if there is ""life"" added to this historical place. Still a good place to visit for those who wants to know more about the history of baguio or for those who wants to feel the ""hauntedness"" of the place."
Heritage Hill and Nature Park Garden,Amazing place to tour around
Heritage Hill and Nature Park Garden,"A heritage place that has great potential to teach history, but the historical content of the structure need to be searched, collected, and curated. The government oversees, but it is apparent rebuilding and maintenance need funding. Hoping here for benevolence and public support."
Heritage Hill and Nature Park Garden,"Interesting place to visit, the history about it is very extensive with many strange and horrid happenings. Currently in a restoration phase which is great."
Heritage Hill and Nature Park Garden,"Just ordenary old hotel , nothing to do aside from that just the history itself."
Heritage Hill and Nature Park Garden,"I LOVED IT REALLY. So many spots where u can take pictures to post in ig. Im an aesthetic and meticulous instagram narcissist and I assure you that it is recommended. Especially to those who wants vintage and dark feeds. You can roam around the ruins of the hotel and the garden. Gosh i loved it there. I would have given four stars because we exhausted ourselves getting there since we went by foot but nah, I considered the place in general."
Heritage Hill and Nature Park Garden,This place deteriorated from the last time I visited it around 2 years ago. What's new are the art pieces on some of the walls that looks out of place.
Heritage Hill and Nature Park Garden,It's been a long time since i last visited this place..
Heritage Hill and Nature Park Garden,"The only thing that I like about diplomat is the exterior design (plus the windows.) They're renovating I think half of the building which flooded some of the rooms. It is famous for its scary stories and people being possessed, maybe that's why a lot of people go there? Ps. It is so hard to take pictures without photobomber🤫"
Heritage Hill and Nature Park Garden,The place is not that scary but haunting. Efforts are already been placed for the repairs of the building
Heritage Hill and Nature Park Garden,At the moment you can't enter the hotel …More
Heritage Hill and Nature Park Garden,"We had so much fun there. Someone said to me that once you go visit  the diplomat hotel, some spirits or ghost will follow you, haha but that's not true. The place has so many nice spots to take pictures."
Heritage Hill and Nature Park Garden,Creepy
Heritage Hill and Nature Park Garden,Now the newest art hub in the city. Come and commune with nature or just admire the art works on display for the First Baguio Creative Festival. You'll enjoy yourself either imagining things that you think you saw or just taking in the sights.
Heritage Hill and Nature Park Garden,Creepy it is but there's more of a horror stories about this hotel.
Heritage Hill and Nature Park Garden,It's not that creepy and the view on top is amazing. Must visit place in baguio.
Heritage Hill and Nature Park Garden,Nice but spooky place. There's entrance fee before wala eh.
Heritage Hill and Nature Park Garden,Horror Fanatics? Visit Diplomat Hotel ☺
Heritage Hill and Nature Park Garden,Good to came back to a century ago...
Heritage Hill and Nature Park Garden,Cozy
Heritage Hill and Nature Park Garden,"Too crowded. We can't even take a decent picture. The smell coming from the rooms is awful. Considering it's a tourist destination, management must maintain the premises' cleanliness."
Heritage Hill and Nature Park Garden,We are not allowed entry inside. 😭
Heritage Hill and Nature Park Garden,Considered as one of the most haunted place in the country. Yeah! I'm convinced. I saw a white misty figure coming out from the main entrance. I wasn't frightened but amazed. 😮👻🏚️
Heritage Hill and Nature Park Garden,Also known as Diplomat Hotel.
Heritage Hill and Nature Park Garden,Great experience to visit Diplomat Hotel. Not scarry since we visited at around 9 or 10 am and a lot of people there were exploring the place
Heritage Hill and Nature Park Garden,"Preferably, people with ""third-eye"" are discouraged to enter the vicinity …More"
Heritage Hill and Nature Park Garden,Love the travel.😀
Heritage Hill and Nature Park Garden,Nice place. A little bit scary
Heritage Hill and Nature Park Garden,This place has a great view of the city. It has parking lots. The place is good for photo ops with rustic and mysterious feels.
Heritage Hill and Nature Park Garden,Creepy and really foggy   😱
Heritage Hill and Nature Park Garden,"NOTE: Its a historical place and is not operating as a hotel.Its beautiful they are trying to restore it. A destination if you are ghost hunting or just want to visit relics of war. Creepy on some spots , then really scary until you see things on your photos. We should all pray for the souls that rested here."
Heritage Hill and Nature Park Garden,"The place is clean and have ample parking space. There is no entrance fee. The place actually hosts different events on their area. During our visit, a company held their Christmas Party inside the facility. Restrooms are available in the facility."
Heritage Hill and Nature Park Garden,"Nice place for historical building, small garden beside the bldg is beautiful."
Heritage Hill and Nature Park Garden,Not creepy as people said. I love the place and the artwork there. Entrance fee is 10php for adult and Php 5 for children. Parking fee for car is Php 35.
Heritage Hill and Nature Park Garden,Was not able to visit the indoor …More
Heritage Hill and Nature Park Garden,The place is very old and a bit creepy but no ghost :)
Heritage Hill and Nature Park Garden,A place for ig worthy pictures
Heritage Hill and Nature Park Garden,Creepy place. Needs cleaner comfort rooms
Heritage Hill and Nature Park Garden,"I love visiting abandoned places and this one is a good one. Aside from being historic, the structure is great. Good view and you can actually feel how beautiful it is in the past."
Heritage Hill and Nature Park Garden,"Great place to visit baguio, expect out of nowhere jokes of the security guard lol"
Heritage Hill and Nature Park Garden,"Its a quiet yet  eerie place...visit on weekdays because not alot of people visit the place but they do visit on weekdays and the place would be crowded.you need to have a car or rent a taxi because the place is out of jeepney lines and they wont bring you directly at the hotel,you will have to walk the rest if that is the case but if you rent a taxi you dont have to walk."
Heritage Hill and Nature Park Garden,Love this place very serene
Heritage Hill and Nature Park Garden,"Diplomat Hotel, as it's most popularly called, is known for its derelict appearance and ghost stories. In recent years, the city government has made efforts to improve it and develop it as a heritage site, complete with art exhibits and useful historical facts. However, with each new enhancement, the place becomes more and more an actual hotel, slowly shedding off its source of infamy."
Heritage Hill and Nature Park Garden,I like the old ruins and the view on top
Heritage Hill and Nature Park Garden,One of the heritage places in baguio you must visit
Heritage Hill and Nature Park Garden,Free entrance? Another good place to visit in Baguio. Simple but very artistic. Toilets are clean. Great stopover for pictures.
Heritage Hill and Nature Park Garden,Good for take photos
Heritage Hill and Nature Park Garden,"You'll see ruins and where the baguio lgu store their giant christmas decor. Btw, it's not easy to leave the place unless you use grab taxi which is for me is very pricey. We walked out ans down until we saw a jeep going to baguio plaza."
Heritage Hill and Nature Park Garden,It's a good place to visit and really gives you the creeps but it also gives you a historical sense which is really good
Heritage Hill and Nature Park Garden,Most people go here with the objective of finding ghosts. There are so many people who go here so it isn't as eerie as you expect it to be. Maybe visit during rainy days or foggy days for the full experience?
Heritage Hill and Nature Park Garden,Best place you can go in Baguio
Heritage Hill and Nature Park Garden,Great for ghost hunting😨😨😨
Heritage Hill and Nature Park Garden,"Creepy place, but there are lots of people visiting that kinda ruins the scary experience."
Heritage Hill and Nature Park Garden,It was awsome! It feels like turning back in time :) amaizing experience must visit !! Entrance will only cost 10Php. Per person.
Heritage Hill and Nature Park Garden,"Since we visited the place in the morning,  it was not as cozy as it is featured in the television.  Though some parts of the hotel has been renovated, historic features were still preserved."
Heritage Hill and Nature Park Garden,"Historical and yet ""romantic place"""
Heritage Hill and Nature Park Garden,If you decide to go here you can see the beautiful scene of baguio city
Heritage Hill and Nature Park Garden,Love the ambience but not too scary o mysterious
Heritage Hill and Nature Park Garden,"Good for photography, history and sight seeing."
Heritage Hill and Nature Park Garden,"So tiring but worth it ,fresh air, exercise and a superb view. So instagramable more improvement soon💓🙏"
Heritage Hill and Nature Park Garden,"Interesting place, didnt feel any presence though."
Heritage Hill and Nature Park Garden,This is a slightly renovated historical land mark. How I wish I can know more from the land care taker itself
Heritage Hill and Nature Park Garden,Nice place to visit in Baguio a little far from downtown area. More convenient if you have your vehicle with you. They have cut off so come early
Heritage Hill and Nature Park Garden,Beautiful historic site.
Heritage Hill and Nature Park Garden,Truly a great experience
Heritage Hill and Nature Park Garden,"The Old Diplomat HotelThe very well known to be one of the most haunted place in the Philippines. Located in city of Baguio or known as summer capital of the Philippines.It used to be a vacation house and a seminary way before it was developed into a school and eventually, a hotel.According to some residents in the area and caretaker, there are the spirits of nuns and priests who were beheaded during the war. Exploring its quiet and gloomy passages will give you chills and goosebumps.#olddiplomathotel #revisiting #baguio #travelthrowback #haunted #abandoned #fountain #travelph #travelphotography #gopro #photoofthedayFollow IG: jay291350"
Heritage Hill and Nature Park Garden,Lot of unnecessary drawings and writings on the wall. Hope the local govt here will still restore the history on that place
Heritage Hill and Nature Park Garden,"This building is truly beautiful. The structure and it’s architectural design is really interesting. You can still see the old bricks and still feel the coldness inside.I would love to stay longer but due to the massive number of tourist visiting the level of excitement went down, it’s pretty sad that they’re everywhere shouting and running here and there.I think the best time to visit the place is around 8am it’s solemn and for sure you will enjoy the calmness of the Diplomat Hotel."
Heritage Hill and Nature Park Garden,"A bit scary place, much creepy. Some part of the building has nasty smell though."
Heritage Hill and Nature Park Garden,"... The place is maintained,  though there are some rooms filled with debris. The second floor is closed and under renovation.  All and all good for it's very historical..."
Heritage Hill and Nature Park Garden,"If you like historical places, go here. Is it haunted? I think not. Located near Lourdes Grotto, so might as well make another stop here."
Heritage Hill and Nature Park Garden,Not really much to see other than very dilapidated building  that has been patched up with various shoddy brickwork. It's location at the top of Dominican Hill overs a great view of surrounding Baguio City though.
Heritage Hill and Nature Park Garden,Seeking some adventure visit this place.🙂
Heritage Hill and Nature Park Garden,The place is peaceful. You can climb at the roof top of the old hotel and enjoy the scenic view of Baguio city.
Heritage Hill and Nature Park Garden,i dont want to scare you but when took this photo something is not right. happy travel!
Heritage Hill and Nature Park Garden,Resident Evil/Silent Hill vibes. 😎
Heritage Hill and Nature Park Garden,One creepy but lovely place
Heritage Hill and Nature Park Garden,Old Diplomat Hotel is a fun visit
Heritage Hill and Nature Park Garden,"The place has an eerie vibe to it, but we enjoyed exploring and reading its history."
Heritage Hill and Nature Park Garden,Nothing creepy coz we went here early 😂 and crowdy
Heritage Hill and Nature Park Garden,"Its good its haunted but when i went there I feel uncomfortable by the well, i went to the room which i smell something then i left the room while, seeking for a good view i saw something like RIP blablabla and its disturbing."
Heritage Hill and Nature Park Garden,Not as interesting as I expected it to be.
Heritage Hill and Nature Park Garden,"This is my chosen site when I have my school documentation in Tour guiding as a tourism student, I as observed this is open for the entire tourist.  Take note it has NO ENTRANCE FEE, Visitors are welcome! And also it safe to came here. I suggest if you came here bring a service car."
Heritage Hill and Nature Park Garden,It's for you to find out ❤️❤️❤️
Heritage Hill and Nature Park Garden,Kind of creepy but worth the visit.
Heritage Hill and Nature Park Garden,Very beautiful view and at night you can feel the creeps...
Heritage Hill and Nature Park Garden,must visit place... may take up to p 120 if you ride a cab... dont forget Laperal Whitehouse to complete the combo
Heritage Hill and Nature Park Garden,Creepy af but we went here many times already! This historic place from the past was very interesting.
Heritage Hill and Nature Park Garden,SAD! Now closes at 5pm!!! DISSAPOINTED from time open by this POI.
Heritage Hill and Nature Park Garden,Very classic and heritage-y place to visit!
Heritage Hill and Nature Park Garden,Nice historic place
Heritage Hill and Nature Park Garden,Nice spot. A lil creepy though.
Heritage Hill and Nature Park Garden,"somehow lost it's mystery, not as scary when i first visited years ago..back then,  the gates were closed to the public..still interesting place to visit becauae of its history"
Heritage Hill and Nature Park Garden,Super cold weather!
Heritage Hill and Nature Park Garden,Very interesting place with abundant histories.
Heritage Hill and Nature Park Garden,Decided to join a cult here.
Heritage Hill and Nature Park Garden,"Closed and cordoned off right now, the building needs retrofitting and is starting to fall apart."
Heritage Hill and Nature Park Garden,Scenic view. Erie place!!!
Heritage Hill and Nature Park Garden,Super crowded. But it will gave you a nice view. Best time to go is 4pm onwards
Heritage Hill and Nature Park Garden,The place is full of history and mystery...
Heritage Hill and Nature Park Garden,Creepy but nice place to visit.
Heritage Hill and Nature Park Garden,"This place began construction in 1913. Now 106 years later, it looks like roman ruins from 2000 years ago. Yes, it is no longer a functional hotel. On rainy days the floors become super slick, so watch your step. I give this place maybe 10 more years before it crumbles"
Heritage Hill and Nature Park Garden,Diplomat Hotel has really good view. Though a bit creepy but still an amazing place.
Heritage Hill and Nature Park Garden,The calmness is what took our breaths away in this beautiful place in the heart of Baguio...A perfect place for your family and friends to relax and enjoy nature at its finest...
Heritage Hill and Nature Park Garden,Its an abandoned hotel. nothing special there is some kind of a art as well.
Heritage Hill and Nature Park Garden,"Ruins are the best, and moreso if added with a little mindbending artworks. The halls of yesterday takes you to an ambiguous history of boom, decay and silence."
Heritage Hill and Nature Park Garden,"I expected to see or experience the ghost with us, but it never happen. i wanna come again. great view at the top."
Heritage Hill and Nature Park Garden,"This is one of our favorite places to visit in Baguio. There's no entrance fee and although it is not pretty accessible from the city via commute (less you opt to ride a jeepney then walk some five minutes instead of hailing a cab or bringing a car), it's an amazing spot to see fog and pine trees on top of the infrastructure ruins (hopefully not some ghosts)."
Heritage Hill and Nature Park Garden,"The place was renovated, they added a glimpse of the history of the place. The largest tablet of the ten commandments is also located here."
Heritage Hill and Nature Park Garden,love the view and chilling experience.
Heritage Hill and Nature Park Garden,They shouldn't collect entrance fee if nothing to see.
Heritage Hill and Nature Park Garden,unsure of the historical background of place. decided to take a look as it is on top of a hill. went to the top of building and was awe of the beautiful view.
Heritage Hill and Nature Park Garden,A nice place for portrait photography.
Heritage Hill and Nature Park Garden,Great and scary place
Heritage Hill and Nature Park Garden,I can't say the place was well preserved but there was this gallery where you can trace the hotel's history and that was really educating.
Heritage Hill and Nature Park Garden,Old is gold
Heritage Hill and Nature Park Garden,My Best advice: go there early.
Heritage Hill and Nature Park Garden,"Beautiful old structureBut there are vandalism visible, hope they maintain the building cause its historical"
Heritage Hill and Nature Park Garden,The ruins of the old retreat place is really eerie but still you feel a solemn vibe overall
Heritage Hill and Nature Park Garden,If only i have the resources i would buy the place and return it to its former glory . It would be very lucrative because of its design and location and grandeurs.
Heritage Hill and Nature Park Garden,A Historical site to seeAnd a nice over looking view at the back.
Heritage Hill and Nature Park Garden,Renovated to become tourist attraction. There were art exhibit in every room made by locals.
Heritage Hill and Nature Park Garden,Amazing and historic place.
Heritage Hill and Nature Park Garden,You can see at the front some part of city
Heritage Hill and Nature Park Garden,Still as creepy as before.
Heritage Hill and Nature Park Garden,"A good historical place to go, the down side is the smell from the urinals, all in all this is a recommended place to visit."
Heritage Hill and Nature Park Garden,Facinating view and historical site located in Baguio City. Help you understand our culture as a Filipino.
Heritage Hill and Nature Park Garden,"When I found out that we will be going to the Old Diplomat Hotel I really got excited. I just love visiting old historical places. And this building intrigue me from the stories I heard.This hotel sits on top of the Dominican Hill with a panoramic view overflooking the city of Baguio. There are a lot of tourist when we got there. I believe this place is the first on their list when they visit Baguio.Inspite of the stories I heard I was more fascinated than scared because the hotel is beautiful even in ruins and decay.  I find the atmosphere of this abandoned place fascinating and delightful.  I felt going back in time imagining  about the people who used to walk through that halls and slept in the now empty rooms. I imagined how beautiful and grand it was during that time.Most of all the place is really good for photo shoot. There  are a lot of spots inside the building such as broken windows, eerie  walls, and the famous fountains which makes a great backdrop. At  the rooftop you can have a photo overlooking the picturesque view of the place."
Heritage Hill and Nature Park Garden,A must visit in Baguio City. Food is available in the area for a minimal cost.
Heritage Hill and Nature Park Garden,"Good paintings, good view, and unforgettable scenery"
Heritage Hill and Nature Park Garden,You can relax here because its quiet
Heritage Hill and Nature Park Garden,This is the best place for ghost haunting! 👻👻
Heritage Hill and Nature Park Garden,"Hi, according to my friends that this place is haunted. is it true?Planning to visit this building on July. Any recommendations?  :p"
Heritage Hill and Nature Park Garden,"Creepy old building but since a lot of people come here and the fact that the building is now a ""bodega"" the creepiness is gone"
Heritage Hill and Nature Park Garden,Very historical
Heritage Hill and Nature Park Garden,Cool place...maybe very cool at night time visit...sounds creepy toooooooo.😱😱😱
Heritage Hill and Nature Park Garden,Great view from the Deck.
Heritage Hill and Nature Park Garden,Experience one of the oldest snd most haunted hotel in the Philippines
Heritage Hill and Nature Park Garden,"As of now, they are not allowing the guest to come inside the place."
Heritage Hill and Nature Park Garden,"It's not as creepy as I expected it to be but that's good because I don't wanna be scared 😂 Reminder to be careful when roaming around though because when we went there, there was a big snake that was caught which caused a little panic."
Heritage Hill and Nature Park Garden,Cool building.
Heritage Hill and Nature Park Garden,Beautiful and educating historical bldg
Heritage Hill and Nature Park Garden,Nothing much to see in this place
Heritage Hill and Nature Park Garden,beautiful place 💖
Heritage Hill and Nature Park Garden,The Diplomat Hotel is one of the many iconic places to visit in the area.
Heritage Hill and Nature Park Garden,The place is amazing!
Heritage Hill and Nature Park Garden,The weird feelings that one felt once inside. It seems that there is an imprinted sort of energy of what happened during the time that this place was in its glory days that still lingers up to this day.
Heritage Hill and Nature Park Garden,Been here lot of time but it still give me the creeps
Heritage Hill and Nature Park Garden,Ghost hunting
Heritage Hill and Nature Park Garden,Instagrammable historical place. …More
Heritage Hill and Nature Park Garden,Creepy place to chill
Heritage Hill and Nature Park Garden,Outstanding location.. hahaha
Heritage Hill and Nature Park Garden,#DiplomatHotel
Heritage Hill and Nature Park Garden,Perfect place for reflection
Heritage Hill and Nature Park Garden,The placr was okay. There was no entrance fee. Nice for instagram.
Heritage Hill and Nature Park Garden,"It is not scary its creepy but it is historical 😊 When you go to the 2nd, 3rd or 4th floor it feels like you just came from swimming it is so heavy and creepy. In two pictures ( individual)  I caught 3 ghosts 2 priests and 1 nun :"
Heritage Hill and Nature Park Garden,fresh air
Heritage Hill and Nature Park Garden,Spooky old building with a rooftop offering a wonderful scenic view of Baguio city.
Heritage Hill and Nature Park Garden,The place is amazing for all the people who love to walk through a place's history.
Heritage Hill and Nature Park Garden,Nice place to visit
Heritage Hill and Nature Park Garden,It is scary I think when you visit this at around 5-6pm.
Heritage Hill and Nature Park Garden,Eerie atmosphere even when visotors are around
Heritage Hill and Nature Park Garden,Great place to visit. Nice view of the city from there
Heritage Hill and Nature Park Garden,Scary!! 👻👻👻
Heritage Hill and Nature Park Garden,"The place lost its purpose, supposed to be a haunted building but with all tourism stuff going on and christmas decorations, it became less of what it was."
Heritage Hill and Nature Park Garden,"if you're a scenery lover, this is the place. you can see Bagiuo city from the top deck"
Heritage Hill and Nature Park Garden,Historical and informative information about the hotel.
Heritage Hill and Nature Park Garden,Nice heritage place
Heritage Hill and Nature Park Garden,It looks haunted but it isn't. It's just an old hotel's ruins. No establishments and available power source. It can get creepy if you want it to.
Heritage Hill and Nature Park Garden,A place where to go with tge family
Heritage Hill and Nature Park Garden,Spooky
Heritage Hill and Nature Park Garden,The entrance fee is way too much. If the money is used to restore or maintain at least use it for that purpose. Nagmukhang stockroom ng City Government of Baguio. You'll see dilapidated boats used at Burnham and other provisions na unused.
Heritage Hill and Nature Park Garden,Cool not so scary place. Free entrance is great.
Heritage Hill and Nature Park Garden,A little bit scary inside the house but its still nice to see... Ahahhaha
Heritage Hill and Nature Park Garden,Great place to tour around
Heritage Hill and Nature Park Garden,Beautiful scenery
Heritage Hill and Nature Park Garden,"According to the history, it used to be a vacation house of a seminary, it was established by the Dominicans, so the place was called DOMINICAN HILL. Now it is one of the most haunted abandoned hotel in the world, because of the World War II (WWII)."
Heritage Hill and Nature Park Garden,If your looking for something different the Diplomat Hotel is worth checking out. It's known to be one of the most Haunted places in Philippines and the day we decided to go planned out perfectly there was a very heavy fog that day so it made the hotel more creepy looking and just walking through it there was an eerie feel to it. I recommend it to be one of ur stops whenever ur in Baguio
Heritage Hill and Nature Park Garden,Nothing's changed. Still flocked by tourist
Heritage Hill and Nature Park Garden,It's creepy because of the atmosphere at the same time it is beautiful.
Heritage Hill and Nature Park Garden,Good for taking pictures only
Heritage Hill and Nature Park Garden,It is a nice place but kind of smelly. But mostly is fine.
Heritage Hill and Nature Park Garden,Fantastic
Heritage Hill and Nature Park Garden,"It's a different tourist attraction. It's like. Seeing the past, how it was before..."
Heritage Hill and Nature Park Garden,"Fun place to explore. Nothing special, just an old abandoned building."
Heritage Hill and Nature Park Garden,"Clean,.peaceful but needs more information amd pictures about the place..."
Heritage Hill and Nature Park Garden,"Beautiful view of downtown Baguio. The hotel holds grace, beauty and eerie feel"
Heritage Hill and Nature Park Garden,Safe placd to visit
Heritage Hill and Nature Park Garden,I am not sure who develops this place now but hoping they fix it right away. A lot of people visit though..
Heritage Hill and Nature Park Garden,creepy
Heritage Hill and Nature Park Garden,Hahaah out barangay is dow here LOL :3 I visit it every saturday :)
Heritage Hill and Nature Park Garden,A good place to do your early morning exercises...with a fresh smell of nature
Heritage Hill and Nature Park Garden,"This is one of the thrilling places to go in Baguio, history melts with mystery and intrigue."
Heritage Hill and Nature Park Garden,Very nice
Heritage Hill and Nature Park Garden,Just your usual abandoned building. It's too crowded when we visited.
Heritage Hill and Nature Park Garden,scary
Heritage Hill and Nature Park Garden,An experience for the soul...and to experience seeing a soul...boo!
Heritage Hill and Nature Park Garden,Scaaarrryyy place to visit 😨😨😨
Heritage Hill and Nature Park Garden,Under renovation as of april 2019
Heritage Hill and Nature Park Garden,On renovation.
Heritage Hill and Nature Park Garden,Nice
Heritage Hill and Nature Park Garden,Must visit in baguio city
Heritage Hill and Nature Park Garden,"A place where is so cold, I think I'm in Korea or Japan, but this place is so nice, hope to stay here more"
Heritage Hill and Nature Park Garden,"They say its scary, I said YES IT IS.. hahaha"
Heritage Hill and Nature Park Garden,"If you want a thrilling and cold-filled experience, this is a place for you."
Heritage Hill and Nature Park Garden,its kinda creepy and haunted
Heritage Hill and Nature Park Garden,Love it here! Relaxing and serene...
Heritage Hill and Nature Park Garden,Learn mOre abOut the histOry..
Heritage Hill and Nature Park Garden,Feel the past by visiting this place.
Heritage Hill and Nature Park Garden,Great  scenery
Heritage Hill and Nature Park Garden,A little bit scary. There is something spooky on the place
Heritage Hill and Nature Park Garden,👌👍
Heritage Hill and Nature Park Garden,"A stinking old building, that desperate needs restoration. People were peeing their."
Heritage Hill and Nature Park Garden,Needs improvement or renovation inside..
Heritage Hill and Nature Park Garden,😍✨
Heritage Hill and Nature Park Garden,Full of history and a great place to shoot prenup photos.
Heritage Hill and Nature Park Garden,"Full of Jewish historical memorabilia, serene"
Heritage Hill and Nature Park Garden,It's a fun walk
Heritage Hill and Nature Park Garden,Very educational. There's a restaurant beside too
Heritage Hill and Nature Park Garden,Nice and cool place. Must visit when in Baguio.
Heritage Hill and Nature Park Garden,Not very scare
Heritage Hill and Nature Park Garden,Scary
Heritage Hill and Nature Park Garden,"AMAZING for historians,for more info ask kuya ANTON a.k.a. mr ""FRIGHT"""
Heritage Hill and Nature Park Garden,Fascinating views and creepy at the same time. Yikes!  😁
Heritage Hill and Nature Park Garden,The place survived man made wars but natural calamities devastated it
Heritage Hill and Nature Park Garden,creepy at first but it is a good place for pictorial
Heritage Hill and Nature Park Garden,Not bad on the top view
Heritage Hill and Nature Park Garden,Creepy/ spooky!
Heritage Hill and Nature Park Garden,Place is cool. 10:10 more ghosts.
Heritage Hill and Nature Park Garden,Eerie historical feeling
Heritage Hill and Nature Park Garden,Ghost hunting ??🤠👻👻
Heritage Hill and Nature Park Garden,Spooky abandoned hotel. Too bad they closed the 2nd level off.
Heritage Hill and Nature Park Garden,"Nice place, you should visit here if you are in Baguio"
Heritage Hill and Nature Park Garden,Its a very nice place. Very worthwhile.
Heritage Hill and Nature Park Garden,It’s a piece of history
Heritage Hill and Nature Park Garden,Very good
Heritage Hill and Nature Park Garden,Not creepy more than I thought
Heritage Hill and Nature Park Garden,The comfort room is dirty. Not maintained
Heritage Hill and Nature Park Garden,Creepy
Heritage Hill and Nature Park Garden,Old dominican bldg
Heritage Hill and Nature Park Garden,A good place to visit for art lovers
Heritage Hill and Nature Park Garden,Nice
Heritage Hill and Nature Park Garden,Sanitationbcan be made better
Heritage Hill and Nature Park Garden,Good place to visit in baguio
Heritage Hill and Nature Park Garden,Nice and spooky
Heritage Hill and Nature Park Garden,Nice place
Heritage Hill and Nature Park Garden,Visited too much by tourist. Some areas are locked.
Heritage Hill and Nature Park Garden,"Ghost bomb experience, especially in one of the rooms we entered!!!"
Heritage Hill and Nature Park Garden,An eerie atmosphere envelopes you as you venture in the hotel.
Heritage Hill and Nature Park Garden,Because I loved nature and overlooking view!
Heritage Hill and Nature Park Garden,Historical Place
Heritage Hill and Nature Park Garden,Not really scary like others said.
Heritage Hill and Nature Park Garden,Spooky place
Heritage Hill and Nature Park Garden,Good for nature walk and practicing photography.
Heritage Hill and Nature Park Garden,Nice place for the people who love Nature!!
Heritage Hill and Nature Park Garden,Creepy place
Heritage Hill and Nature Park Garden,Ruins will bring you back to the past.
Heritage Hill and Nature Park Garden,The Police are so nice. 5 star for the Police
Heritage Hill and Nature Park Garden,cannot go inside
Heritage Hill and Nature Park Garden,Good experience
Heritage Hill and Nature Park Garden,Highly recommended place to visit!
Heritage Hill and Nature Park Garden,Historical site
Heritage Hill and Nature Park Garden,Come here when there are very few tourists.
Heritage Hill and Nature Park Garden,Picture perfect!
Heritage Hill and Nature Park Garden,It's scary but it's nice
Heritage Hill and Nature Park Garden,Nice place
Heritage Hill and Nature Park Garden,not scary it so funny here. hahaha joke
Heritage Hill and Nature Park Garden,Photogenic place
Heritage Hill and Nature Park Garden,A memorable and historical place for Baguio people.
Heritage Hill and Nature Park Garden,Worth to visit …More
Heritage Hill and Nature Park Garden,The guards are aweful. Disrespectful to elders.
Heritage Hill and Nature Park Garden,Nice place ti hang out with your friends
Heritage Hill and Nature Park Garden,Good food... Fancy ambiance!
